brand_name,active_ingredient,generic_name,use_case,side_effects,price,manufacturer,precautions,strength,dosage_form,is_otc,schedule,age_group,interactions,contraindications,hindi_name
Seroflo 250 Inhaler,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,520.0,Cipla,Do not use as rescue inhaler,250 mg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,
Seroflo 500,Salmeterol + Fluticasone,Salmeterol + Fluticasone,Asthma/COPD maintenance,Hoarseness; Thrush,640.0,Cipla,Not for rescue; regular use only,500/50 mcg,Inhaler,False,H,both,Avoid non-selective beta blockers; monitor with strong CYP3A4 inhibitors.,Primary treatment of status asthmaticus; acute bronchospasm.,साल्मेटेरोल + फ्लूटिकाज़ोन
Generic Sertraline,Sertraline,Sertraline,Depression and anxiety,Nausea; Diarrhea; Sexual problems,53.62,Generic Manufacturer,Take with food,50 mg,Tablet,False,H,adult,Risk of serotonin syndrome with MAOIs/Triptans.,MAOI use within 14 days.,
Local Pharmacy Sertraline,Sertraline,Sertraline,Depression and anxiety,Nausea; Diarrhea; Sexual problems,46.48,Local Pharmacy,Take with food,50 mg,Tablet,False,H,adult,Risk of serotonin syndrome with MAOIs/Triptans.,MAOI use within 14 days.,
Sertraline 50,Sertraline,Sertraline,Depression and anxiety,Nausea; Diarrhea; Sexual problems,48.0,Generic,Take with food,50 mg,Tablet,False,H,adult,Risk of serotonin syndrome with MAOIs/Triptans.,MAOI use within 14 days.,
Zoloft 50,Sertraline,Sertraline,Depression and anxiety,Insomnia; Drowsiness,95.0,Pfizer,Consistent daily timing important,50 mg,Tablet,False,H,adult,Risk of serotonin syndrome with MAOIs/Triptans.,MAOI use within 14 days.,
Generic Simvastatin,Simvastatin,Simvastatin,Cholesterol reduction,Muscle pain; Headache,54.0,Generic Manufacturer,Avoid grapefruit juice,20 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Local Pharmacy Simvastatin,Simvastatin,Simvastatin,Cholesterol reduction,Muscle pain; Headache,46.8,Local Pharmacy,Avoid grapefruit juice,20 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Simvotin 20,Simvastatin,Simvastatin,Cholesterol reduction,Muscle pain; Headache,72.0,Sun Pharmaceutical,Avoid grapefruit juice,20 mg,Tablet,False,H,adult,Avoid grapefruit; risk of myopathy with some antibiotics.,"Active liver disease, pregnancy.",
Generic Sitagliptin,Sitagliptin,Sitagliptin,Type 2 Diabetes,Nasopharyngitis; Headache,360.0,Generic Manufacturer,Adjust with renal impairment,100 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Januvia 100,Sitagliptin,Sitagliptin,Type 2 Diabetes,Nasopharyngitis; Headache,480.0,Merck,Adjust with renal impairment,100 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Local Pharmacy Sitagliptin,Sitagliptin,Sitagliptin,Type 2 Diabetes,Nasopharyngitis; Headache,312.0,Local Pharmacy,Adjust with renal impairment,100 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Eno Fruit Salt,Sodium Bicarbonate + Citric Acid + Anhydrous Sodium Carbonate,Sodium Bicarbonate + Citric Acid + Sodium Carbonate,Acidity and indigestion relief,Belching; Gas,20.0,GlaxoSmithKline,Dissolve in water before drinking,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Sodium Bicarbonate + Citric Acid + Anhydrous Sodium Carbonate,Sodium Bicarbonate + Citric Acid + Anhydrous Sodium Carbonate,Sodium Bicarbonate + Citric Acid + Sodium Carbonate,Acidity and indigestion relief,Belching; Gas,15.0,Generic Manufacturer,Dissolve in water before drinking,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Sodium Bicarbonate + Citric Acid + Anhydrous Sodium Carbonate,Sodium Bicarbonate + Citric Acid + Anhydrous Sodium Carbonate,Sodium Bicarbonate + Citric Acid + Sodium Carbonate,Acidity and indigestion relief,Belching; Gas,13.0,Local Pharmacy,Dissolve in water before drinking,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Aldactone 25,Spironolactone,Spironolactone,Edema; Heart failure,High potassium; Breast tenderness,55.0,Pfizer,Avoid potassium-rich diet,25 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Spironolactone,Spironolactone,Spironolactone,Edema; Heart failure,High potassium; Breast tenderness,41.25,Generic Manufacturer,Avoid potassium-rich diet,25 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Local Pharmacy Spironolactone,Spironolactone,Spironolactone,Edema; Heart failure,High potassium; Breast tenderness,35.75,Local Pharmacy,Avoid potassium-rich diet,25 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Tamsulosin,Tamsulosin,Tamsulosin,BPH urinary symptoms,Dizziness; Ejaculation disorder,146.25,Generic Manufacturer,Take after same meal daily,0.4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Tamsulosin,Tamsulosin,Tamsulosin,BPH urinary symptoms,Dizziness; Ejaculation disorder,126.75,Local Pharmacy,Take after same meal daily,0.4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Urimax 0.4,Tamsulosin,Tamsulosin,BPH urinary symptoms,Dizziness; Ejaculation disorder,195.0,Cipla,Take after same meal daily,0.4 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Telmisartan,Telmisartan,Telmisartan,High blood pressure,Dizziness; Back pain,51.38,Generic Manufacturer,Check BP regularly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",टेल्मिसार्टन
Local Pharmacy Telmisartan,Telmisartan,Telmisartan,High blood pressure,Dizziness; Back pain,44.52,Local Pharmacy,Check BP regularly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",टेल्मिसार्टन
Telma 40,Telmisartan,Telmisartan,High blood pressure,Fatigue; Diarrhea,72.0,Glenmark,Avoid potassium supplements,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",टेल्मिसार्टन
Telmisartan 40,Telmisartan,Telmisartan,High blood pressure,Dizziness; Back pain,65.0,Generic,Check BP regularly,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",टेल्मिसार्टन
Generic Telmisartan + Amlodipine,Telmisartan + Amlodipine,Telmisartan + Amlodipine,Hypertension combination,Dizziness; Swelling,86.25,Generic Manufacturer,Monitor BP regularly,Unknown,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Local Pharmacy Telmisartan + Amlodipine,Telmisartan + Amlodipine,Telmisartan + Amlodipine,Hypertension combination,Dizziness; Swelling,74.75,Local Pharmacy,Monitor BP regularly,Unknown,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Telma-AM,Telmisartan + Amlodipine,Telmisartan + Amlodipine,Hypertension combination,Dizziness; Swelling,115.0,Glenmark,Monitor BP regularly,Unknown,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Telmisartan + HCTZ,Telmisartan + HCTZ,Telmisartan + Hydrochlorothiazide,Hypertension combo,Dizziness; Electrolyte imbalance,71.25,Generic Manufacturer,Monitor BP and electrolytes,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Local Pharmacy Telmisartan + HCTZ,Telmisartan + HCTZ,Telmisartan + Hydrochlorothiazide,Hypertension combo,Dizziness; Electrolyte imbalance,61.75,Local Pharmacy,Monitor BP and electrolytes,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Telma-H 40/12.5,Telmisartan + HCTZ,Telmisartan + Hydrochlorothiazide,Hypertension combo,Dizziness; Electrolyte imbalance,95.0,Glenmark,Monitor BP and electrolytes,40 mg,Tablet,False,H,adult,Avoid in pregnancy; monitor potassium and renal function.,"Pregnancy, history of angioedema.",
Generic Teneligliptin,Teneligliptin,Teneligliptin,Type 2 Diabetes,Headache; Hypoglycemia (with SU),123.75,Generic Manufacturer,Regular glucose monitoring,20 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Local Pharmacy Teneligliptin,Teneligliptin,Teneligliptin,Type 2 Diabetes,Headache; Hypoglycemia (with SU),107.25,Local Pharmacy,Regular glucose monitoring,20 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Tenebite 20,Teneligliptin,Teneligliptin,Type 2 Diabetes,Headache; Hypoglycemia (with SU),165.0,Glenmark,Regular glucose monitoring,20 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Generic Terbinafine,Terbinafine,Terbinafine,Fungal skin/nail infections,Taste disturbance; GI upset,123.75,Generic Manufacturer,Liver monitoring for long use,250 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Terbinafine,Terbinafine,Terbinafine,Fungal skin/nail infections,Taste disturbance; GI upset,107.25,Local Pharmacy,Liver monitoring for long use,250 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Sebifin 250,Terbinafine,Terbinafine,Fungal skin/nail infections,Taste disturbance; GI upset,165.0,Cipla,Liver monitoring for long use,250 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Tinidazole,Tinidazole,Tinidazole,Parasitic infections,Dizziness; Nausea,26.25,Generic Manufacturer,Avoid alcohol for 72 hours,500 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Tinidazole,Tinidazole,Tinidazole,Parasitic infections,Dizziness; Nausea,22.75,Local Pharmacy,Avoid alcohol for 72 hours,500 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Tiniba 500,Tinidazole,Tinidazole,Parasitic infections,Dizziness; Nausea,35.0,Cipla,Avoid alcohol for 72 hours,500 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Tiotropium,Tiotropium,Tiotropium,COPD maintenance,Dry mouth; Constipation,296.25,Generic Manufacturer,Use daily as directed,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Tiotropium,Tiotropium,Tiotropium,COPD maintenance,Dry mouth; Constipation,256.75,Local Pharmacy,Use daily as directed,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Tiova Inhaler,Tiotropium,Tiotropium,COPD maintenance,Dry mouth; Constipation,395.0,Cipla,Use daily as directed,Unknown,Inhaler,False,H,both,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Tramadol,Tramadol,Tramadol,Moderate to severe pain,Drowsiness; Nausea; Constipation,48.75,Generic Manufacturer,May cause dependence,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Tramadol,Tramadol,Tramadol,Moderate to severe pain,Drowsiness; Nausea; Constipation,42.25,Local Pharmacy,May cause dependence,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Tramazac 50,Tramadol,Tramadol,Pain management,Dizziness; Dry mouth,62.0,Zydus Cadila,Use only as prescribed,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Ultram 50,Tramadol,Tramadol,Moderate to severe pain,Drowsiness; Nausea; Constipation,68.0,Johnson & Johnson,May cause dependence,50 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Galvus 50,Vildagliptin,Vildagliptin,Type 2 Diabetes,Headache; Dizziness,285.0,Novartis,Monitor liver function,50 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Generic Vildagliptin,Vildagliptin,Vildagliptin,Type 2 Diabetes,Headache; Dizziness,213.75,Generic Manufacturer,Monitor liver function,50 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Local Pharmacy Vildagliptin,Vildagliptin,Vildagliptin,Type 2 Diabetes,Headache; Dizziness,185.25,Local Pharmacy,Monitor liver function,50 mg,Tablet,False,H,adult,Hold with contrast studies; avoid in severe renal impairment.,"Severe renal impairment, lactic acidosis risk.",
Becosules,Vitamin B Complex + C,B Complex + C,Vitamin deficiency,Urine discoloration (harmless),32.0,Pfizer,Safe for long-term use,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Vitamin B Complex + C,Vitamin B Complex + C,B Complex + C,Vitamin deficiency,Urine discoloration (harmless),24.0,Generic Manufacturer,Safe for long-term use,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Vitamin B Complex + C,Vitamin B Complex + C,B Complex + C,Vitamin deficiency,Urine discoloration (harmless),20.8,Local Pharmacy,Safe for long-term use,Unknown,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Celin 500,Vitamin C (Ascorbic Acid),Ascorbic Acid,Vitamin C supplement,Stomach upset (rare),28.0,GlaxoSmithKline,Do not exceed recommended dose,500 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Vitamin C (Ascorbic Acid),Vitamin C (Ascorbic Acid),Ascorbic Acid,Vitamin C supplement,Stomach upset (rare),21.0,Generic Manufacturer,Do not exceed recommended dose,500 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Vitamin C (Ascorbic Acid),Vitamin C (Ascorbic Acid),Ascorbic Acid,Vitamin C supplement,Stomach upset (rare),18.2,Local Pharmacy,Do not exceed recommended dose,500 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Evion 400,Vitamin E (Tocopherol),Tocopherol,Vitamin E deficiency,Nausea (rare),42.0,Merck,Avoid high doses with anticoagulants,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Vitamin E (Tocopherol),Vitamin E (Tocopherol),Tocopherol,Vitamin E deficiency,Nausea (rare),31.5,Generic Manufacturer,Avoid high doses with anticoagulants,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Vitamin E (Tocopherol),Vitamin E (Tocopherol),Tocopherol,Vitamin E deficiency,Nausea (rare),27.3,Local Pharmacy,Avoid high doses with anticoagulants,400 mg,Tablet,False,H,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Xylometazoline,Xylometazoline,Xylometazoline,Nasal congestion,Rebound congestion (overuse),54.0,Generic Manufacturer,Use max 3-5 days,Unknown,Drops,True,OTC,pediatric,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Xylometazoline,Xylometazoline,Xylometazoline,Nasal congestion,Rebound congestion (overuse),46.8,Local Pharmacy,Use max 3-5 days,Unknown,Drops,True,OTC,pediatric,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Otrivin Nasal Drops,Xylometazoline,Xylometazoline,Nasal congestion,Rebound congestion (overuse),72.0,Novartis,Use max 3-5 days,Unknown,Drops,True,OTC,pediatric,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Generic Zinc Sulfate,Zinc Sulfate,Zinc Sulfate,Zinc deficiency,Nausea (if empty stomach),24.0,Generic Manufacturer,Take after meals,50 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Local Pharmacy Zinc Sulfate,Zinc Sulfate,Zinc Sulfate,Zinc deficiency,Nausea (if empty stomach),20.8,Local Pharmacy,Take after meals,50 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
Zinc Tablet 50,Zinc Sulfate,Zinc Sulfate,Zinc deficiency,Nausea (if empty stomach),32.0,Generic,Take after meals,50 mg,Tablet,True,OTC,adult,Consult your doctor; check for interactions.,Contraindications depend on patient condition; seek medical advice.,
